iter	Logloss	AUC
246	0.2008312791	0.9944607023
247	0.2002178997	0.9942516722
248	0.1998562129	0.9944084448
249	0.1995061034	0.9943039298
250	0.1986094781	0.9944084448
251	0.1968478744	0.9946174749
252	0.1962202317	0.9949310201
253	0.1957305252	0.9949310201
254	0.195077528	0.9950355351
255	0.1946547	0.9950355351
256	0.1943578217	0.9948787625
257	0.1936156329	0.9949310201
258	0.1935045599	0.9949832776
259	0.1931699205	0.9950355351
260	0.1921117795	0.9950877926
261	0.1919408557	0.9950877926
262	0.1909731264	0.9954013378
263	0.1908057648	0.9954013378
264	0.1906954117	0.9954535953
265	0.190454219	0.9952968227
266	0.1901066047	0.9951923077
267	0.1898925107	0.9951923077
268	0.1891218539	0.9954535953
269	0.1886146129	0.9954535953
270	0.1884120284	0.9954535953
271	0.1878863094	0.9954535953
272	0.1877679359	0.9954535953
273	0.1873668438	0.9954013378
274	0.1868739951	0.9955058528
275	0.1865011388	0.9956626254
276	0.1863997472	0.9956626254
277	0.1861556545	0.9956626254
278	0.1849612137	0.9958716555
279	0.1844486582	0.9960284281
280	0.1841913118	0.9960806856
281	0.1840730408	0.9960284281
282	0.1839013164	0.9960284281
283	0.1837126816	0.9960284281
284	0.1832672155	0.995923913
285	0.1823305129	0.9962374582
286	0.182137376	0.9962897157
287	0.1809736795	0.9962897157
288	0.1803801873	0.9963419732
289	0.1802392319	0.9963942308
290	0.1793283763	0.9963942308
291	0.178260629	0.9964987458
292	0.1777995194	0.9964464883
293	0.1759787166	0.9966555184
294	0.1753129095	0.996916806
295	0.1736847495	0.9973871237
296	0.1733199038	0.9973871237
297	0.1723508213	0.9975438963
298	0.1717121397	0.9974916388
299	0.1715707855	0.9974916388
300	0.170501808	0.9977006689
301	0.1701233306	0.9977006689
302	0.1692096801	0.9978574415
303	0.1685352341	0.9978574415
304	0.1682508106	0.9978574415
305	0.1671535763	0.9979619565
306	0.1667934072	0.998014214
307	0.1665295644	0.9979619565
308	0.1661470075	0.9979619565
309	0.1660756122	0.9979619565
310	0.1653954786	0.998014214
311	0.1640797536	0.9981187291
312	0.1636169655	0.9981187291
313	0.1628807906	0.9981187291
314	0.1626732837	0.9981187291
315	0.1623383682	0.9981187291
316	0.1620278753	0.9981187291
317	0.1618826054	0.9981187291
318	0.1615828359	0.9981187291
319	0.1607446738	0.9981709866
320	0.1603160361	0.9982232441
321	0.1598534636	0.9982232441
322	0.1596084073	0.9983277592
323	0.1595311674	0.9983277592
324	0.1591616619	0.9983277592
325	0.1582385438	0.9982755017
326	0.1578254889	0.9983277592
327	0.1574978332	0.9983277592
328	0.1570506679	0.9983277592
329	0.1569652667	0.9983277592
330	0.1567363214	0.9982755017
331	0.1564390384	0.9982755017
332	0.1563239305	0.9982755017
333	0.1550226135	0.9983800167
334	0.1548935942	0.9983800167
335	0.1547596987	0.9984322742
336	0.1546865596	0.9984322742
337	0.1544418878	0.9984322742
338	0.1536753657	0.9984845318
339	0.1527779036	0.9985367893
340	0.1524331703	0.9984845318
341	0.1515541248	0.9985367893
342	0.1512241316	0.9984845318
343	0.1509982734	0.9984322742
344	0.1503270433	0.9985367893
345	0.1502057156	0.9984845318
346	0.1500869984	0.9984845318
347	0.1499899706	0.9985367893
348	0.1496624816	0.9985367893
349	0.1494269855	0.9985367893
350	0.1490847559	0.9985890468
351	0.1487926901	0.9985367893
352	0.147850531	0.9986935619
353	0.1468960506	0.9987980769
354	0.1463983675	0.9987458194
355	0.1458058922	0.9988503344
356	0.1457709291	0.9988503344
357	0.1455425832	0.9988503344
358	0.1450693472	0.998902592
359	0.1444302618	0.9989548495
360	0.1437851449	0.999007107
361	0.1430224265	0.999007107
362	0.1426084385	0.999007107
363	0.1418237626	0.9990593645
364	0.1417498496	0.9990593645
365	0.1416582022	0.9990593645
366	0.1413828482	0.9990593645
367	0.1411508843	0.999007107
368	0.141104443	0.999007107
369	0.1408893892	0.999007107
370	0.1402294345	0.999007107
371	0.1396989935	0.9990593645
372	0.1381534373	0.9991116221
373	0.13777648	0.9991116221
374	0.137482107	0.9991638796
375	0.1373710468	0.9991638796
376	0.1369455656	0.9992161371
377	0.1366688786	0.9992683946
378	0.1363271986	0.9993729097
379	0.1359635378	0.9994251672
380	0.1355135842	0.9994774247
381	0.1354102233	0.9994774247
382	0.1353483968	0.9994774247
383	0.1351162827	0.9994774247
384	0.1349693454	0.9994774247
385	0.1347128245	0.9994774247
386	0.1344658315	0.9995296823
387	0.1341895009	0.9995296823
388	0.1341018075	0.9995296823
389	0.1340732486	0.9995296823
390	0.1337887991	0.9995296823
391	0.1335707446	0.9995819398
392	0.1333816056	0.9995819398
393	0.1333178066	0.9995819398
394	0.133266913	0.9995296823
395	0.1324726115	0.9995819398
396	0.1323936299	0.9995819398
397	0.1320433436	0.9996864548
398	0.1318027472	0.9996864548
399	0.1316388709	0.9996864548
400	0.1311328332	0.9996864548
401	0.1303941361	0.9996864548
402	0.1297820765	0.9996341973
403	0.1297156035	0.9996341973
404	0.1295895697	0.9996341973
405	0.1295200384	0.9996341973
406	0.1291445142	0.9996864548
407	0.1288727259	0.9996341973
408	0.1283237718	0.9996864548
409	0.1277411646	0.9996864548
410	0.1273620099	0.9996341973
411	0.1272519333	0.9996341973
412	0.1272235007	0.9996341973
413	0.1270772199	0.9996341973
414	0.1268221223	0.9996341973
415	0.1266512094	0.9996341973
416	0.1260410515	0.9996341973
417	0.1259016749	0.9996341973
418	0.1252796236	0.9996341973
419	0.1249803213	0.9996341973
420	0.124371169	0.9997387124
421	0.1241976807	0.9997387124
422	0.1240774178	0.9997387124
423	0.123901767	0.9996864548
424	0.1233503362	0.9997387124
425	0.1232750185	0.9997387124
426	0.1229648616	0.9996864548
427	0.1229178288	0.9996864548
428	0.1225157513	0.9996864548
429	0.1224125456	0.9996864548
430	0.1223111917	0.9996864548
431	0.1220429821	0.9996341973
432	0.121207634	0.9996864548
433	0.120987057	0.9996864548
434	0.1205635311	0.9996341973
435	0.1202867939	0.9996864548
436	0.1199310713	0.9996864548
437	0.1196966671	0.9996341973
438	0.119203353	0.9996341973
439	0.1191066737	0.9996341973
440	0.1189281616	0.9996341973
441	0.1187647443	0.9996341973
442	0.1180863691	0.9998432274
443	0.1177574482	0.9998432274
444	0.1176387644	0.9998432274
445	0.1174769735	0.9998432274
446	0.1169088108	0.9998432274
447	0.1168690804	0.9998432274
448	0.1165688156	0.9998432274
449	0.1162470848	0.9998432274
450	0.1161824443	0.9998432274
451	0.1159411417	0.9998432274
452	0.1158635551	0.9998432274
453	0.1155779131	0.9998432274
454	0.1150855406	0.9998432274
455	0.1150360663	0.9998432274
456	0.1149155305	0.9998432274
457	0.1147281401	0.9998432274
458	0.1142827113	0.9998432274
459	0.1137720658	0.9998432274
460	0.1133925866	0.9998432274
461	0.113059645	0.9998432274
462	0.1129108396	0.9998432274
463	0.1127495214	0.9998432274
464	0.1127286904	0.9998432274
465	0.1126589202	0.9998432274
466	0.1126354593	0.9998432274
467	0.112543537	0.9998432274
468	0.1124722101	0.9998432274
469	0.1123103601	0.9998954849
470	0.112247556	0.9998954849
471	0.1119094353	0.9998954849
472	0.1114074983	0.9998954849
473	0.1112850119	0.9998954849
474	0.1106660589	0.9998954849
475	0.1105634953	0.9998954849
476	0.1103723072	0.9998954849
477	0.1102655609	0.9998954849
478	0.1101058419	0.9998954849
479	0.1099824848	0.9998954849
480	0.1099567007	0.9998954849
481	0.1094675838	0.9998954849
482	0.1093100879	0.9998954849
483	0.1090422671	0.9998954849
484	0.1087271174	0.9998954849
485	0.1082381326	0.9998954849
486	0.1078365711	0.9998954849
487	0.1077364634	0.9998954849
488	0.1075491009	0.9998954849
489	0.1074214521	0.9998954849
490	0.1071699615	0.9998954849
491	0.1065461387	0.9998954849
492	0.1059415288	0.9998954849
493	0.1054631601	0.9999477425
494	0.1053158952	0.9999477425
495	0.1051751143	0.9998954849
496	0.1051345206	0.9998954849
497	0.1050327285	0.9998954849
498	0.1042230983	0.9999477425
499	0.1039380099	0.9999477425
500	0.1037975286	0.9999477425
501	0.10331069	0.9999477425
502	0.1032572555	0.9999477425
503	0.1031607102	0.9999477425
504	0.1031250414	0.9999477425
505	0.103044256	0.9999477425
506	0.1029399707	0.9999477425
507	0.1026657366	0.9999477425
508	0.1024838977	0.9999477425
509	0.1022409485	0.9999477425
510	0.1019197793	0.9999477425
511	0.1016826672	0.9999477425
512	0.101554678	0.9999477425
513	0.1014055574	0.9999477425
514	0.1012468767	0.9999477425
515	0.1007353626	0.9999477425
516	0.1003280705	0.9999477425
517	0.1001325742	0.9999477425
518	0.100035899	0.9999477425
519	0.0999537881	0.9999477425
520	0.09961497105	0.9999477425
521	0.09937795972	0.9999477425
522	0.09918695639	0.9999477425
523	0.09894527657	0.9999477425
524	0.09867872377	0.9999477425
525	0.09801817102	0.9999477425
526	0.09784645466	0.9999477425
527	0.09775685704	0.9999477425
528	0.09748931082	0.9999477425
529	0.09745640847	0.9999477425
530	0.09720212817	0.9999477425
531	0.09699224155	0.9999477425
532	0.09677491864	0.9999477425
533	0.09674922243	0.9999477425
534	0.09646542254	0.9999477425
535	0.09645301493	0.9999477425
536	0.096427512	0.9999477425
537	0.09637626524	0.9999477425
538	0.09588291093	0.9999477425
539	0.09576903158	0.9999477425
540	0.09533814793	0.9999477425
541	0.09527044027	0.9999477425
542	0.09490123633	1
543	0.09464855086	0.9999477425
544	0.09454456125	0.9999477425
545	0.09399889214	1
546	0.09336311972	1
547	0.09292869958	1
548	0.09283582336	1
549	0.09224107626	1
550	0.09171839154	1
551	0.09163219638	1
552	0.09143515784	1
553	0.09127163565	1
554	0.09121127192	1
555	0.09083983028	1
556	0.09051972529	1
557	0.09028222302	1
558	0.09007339698	1
559	0.08971263013	1
560	0.08962171708	1
561	0.08938233917	1
562	0.08894676783	1
563	0.08851313887	1
564	0.08801587062	1
565	0.08796412211	1
566	0.0877860695	1
567	0.08765610303	1
568	0.08754204195	1
569	0.08752037636	1
570	0.08742928793	1
571	0.08729967495	1
572	0.08719252952	1
573	0.08714051128	1
574	0.08706853695	1
575	0.08703093141	1
576	0.08696662166	1
577	0.0868361266	1
578	0.08672725317	1
579	0.08666347389	1
580	0.08662787915	1
581	0.08646194627	1
582	0.08632021638	1
583	0.08629148487	1
584	0.08619847725	1
585	0.08609019573	1
586	0.08576101399	1
587	0.08561528058	1
588	0.08549922331	1
589	0.08534620058	1
590	0.08519901825	1
591	0.0851581577	1
592	0.08492503249	1
593	0.0847086048	1
594	0.08454458404	1
595	0.08417318029	1
596	0.08409970857	1
597	0.08399569467	1
598	0.08397446429	1
599	0.08369220826	1
600	0.08363897661	1
601	0.08336896696	1
602	0.08293919951	1
603	0.08284670085	1
604	0.08278399601	1
605	0.08269628456	1
606	0.08258105792	1
607	0.08244370736	1
608	0.08243900458	1
609	0.08206743171	1
610	0.08164053002	1
611	0.08156176147	1
612	0.08154646195	1
613	0.08123303674	1
614	0.08115148446	1
615	0.08096464914	1
616	0.08088997187	1
617	0.08043022549	1
618	0.08009660652	1
619	0.08008471257	1
620	0.07999471671	1
621	0.07986030056	1
622	0.07966867653	1
623	0.07958637089	1
624	0.07949767107	1
625	0.07944986964	1
626	0.07936954706	1
627	0.07876883302	1
628	0.07868141718	1
629	0.07847396586	1
630	0.07816354202	1
631	0.07810939445	1
632	0.07799400072	1
633	0.07784288639	1
634	0.07774514068	1
635	0.07770686777	1
636	0.07734341845	1
637	0.07709770106	1
638	0.0769483423	1
639	0.07689172557	1
640	0.07683686006	1
641	0.07682885002	1
642	0.07680608603	1
643	0.07677264094	1
644	0.07660853663	1
645	0.076580567	1
646	0.07654743902	1
647	0.07638630263	1
648	0.07636735312	1
649	0.07618161701	1
650	0.0760070121	1
651	0.07573365032	1
652	0.07572870681	1
653	0.07567651125	1
654	0.07537320129	1
655	0.07519933796	1
656	0.07512543531	1
657	0.07483364331	1
658	0.07466647956	1
659	0.07426657545	1
660	0.07394547497	1
661	0.07392609514	1
662	0.07390713009	1
663	0.07364108657	1
664	0.07350109539	1
665	0.07300866185	1
666	0.07298501196	1
667	0.07282540606	1
668	0.07265665365	1
669	0.07256168995	1
670	0.07244234191	1
671	0.07241889725	1
672	0.0723775381	1
673	0.07232412552	1
674	0.07220356937	1
675	0.07206065761	1
676	0.07195452899	1
677	0.0719304666	1
678	0.07186211088	1
679	0.07182905748	1
680	0.07179387304	1
681	0.07171329654	1
682	0.07164104052	1
683	0.07163228156	1
684	0.07127865566	1
685	0.07113050648	1
686	0.07111171978	1
687	0.07081953717	1
688	0.07061035103	1
689	0.0705624764	1
690	0.07052612106	1
691	0.07033550141	1
692	0.07030807973	1
693	0.07019560017	1
694	0.07017875947	1
695	0.07000499469	1
696	0.06984520879	1
697	0.06942150308	1
698	0.06934274987	1
699	0.06903745058	1
700	0.06898954867	1
701	0.06887911126	1
702	0.06845678691	1
703	0.06805011322	1
704	0.06772442526	1
705	0.0676858731	1
706	0.06756576419	1
707	0.06754747666	1
708	0.06743784224	1
709	0.06721087884	1
710	0.06701882378	1
711	0.0669370994	1
712	0.06684922366	1
713	0.06677325766	1
714	0.06667243493	1
715	0.06646890669	1
716	0.06635136174	1
717	0.06629637657	1
718	0.06617692952	1
719	0.06605974001	1
720	0.06602755996	1
721	0.06595933192	1
722	0.06592114897	1
723	0.06583859374	1
724	0.06576154739	1
725	0.06562296987	1
726	0.06556178796	1
727	0.06545772849	1
728	0.06536521159	1
729	0.06532326387	1
730	0.06516934456	1
731	0.06508522574	1
732	0.06506617332	1
733	0.06482384748	1
734	0.06466842796	1
735	0.06454602942	1
736	0.06443994084	1
737	0.06435416203	1
738	0.0642092513	1
739	0.06410396459	1
740	0.0637915909	1
741	0.06374137967	1
742	0.06367106865	1
743	0.06329290787	1
744	0.06328435017	1
745	0.06323926711	1
746	0.06291772266	1
747	0.06281561027	1
748	0.06271115636	1
749	0.06268143146	1
750	0.06240595318	1
751	0.06237019818	1
752	0.06228027227	1
753	0.06225566384	1
754	0.06223711531	1
755	0.06221386216	1
756	0.06218805777	1
757	0.06198528574	1
758	0.06169435535	1
759	0.06137356248	1
760	0.0613099282	1
761	0.06125470485	1
762	0.06109944718	1
763	0.06104055182	1
764	0.06097919016	1
765	0.06080796143	1
766	0.06072954468	1
767	0.06070300287	1
768	0.06068968602	1
769	0.06058069538	1
770	0.06045100567	1
771	0.06028276717	1
772	0.06003199979	1
773	0.05998445938	1
774	0.05993213695	1
775	0.05986290397	1
776	0.0597524873	1
777	0.059672037	1
778	0.05966741861	1
779	0.0594962724	1
780	0.05942245914	1
781	0.0593846756	1
782	0.05935436008	1
783	0.05928981475	1
784	0.0592525749	1
785	0.05923942029	1
786	0.05922195505	1
787	0.05915332083	1
788	0.05911104647	1
789	0.05899884266	1
790	0.05894636308	1
791	0.05887667149	1
792	0.05877625926	1
793	0.05877227247	1
794	0.05851774198	1
795	0.05830378403	1
796	0.05820157671	1
797	0.05812758185	1
798	0.05800342214	1
799	0.05797124269	1
800	0.05774235102	1
801	0.05769192667	1
802	0.0574672558	1
803	0.05734502322	1
804	0.05727916129	1
805	0.0571645444	1
806	0.05714271024	1
807	0.0570582242	1
808	0.05697187929	1
809	0.0568953218	1
810	0.05686438935	1
811	0.05680187828	1
812	0.05671348468	1
813	0.05667218483	1
814	0.05657131446	1
815	0.05646646694	1
816	0.0562665875	1
817	0.05595650793	1
818	0.05581285491	1
819	0.05567702938	1
820	0.05554091383	1
821	0.05547188381	1
822	0.05515552486	1
823	0.05511747784	1
824	0.05487328781	1
825	0.05480559458	1
826	0.05474201811	1
827	0.05469604134	1
828	0.05466644033	1
829	0.05463679052	1
830	0.05441333158	1
831	0.05435293117	1
832	0.05424523314	1
833	0.05422105684	1
834	0.05415002302	1
835	0.05412877136	1
836	0.05408029152	1
837	0.0540621993	1
838	0.05403281848	1
839	0.05399970983	1
840	0.05383796975	1
841	0.05374544117	1
842	0.0536421628	1
843	0.05359752838	1
844	0.05353488907	1
845	0.05352871507	1
846	0.0534468299	1
847	0.05343880802	1
848	0.05340674652	1
849	0.05314546558	1
850	0.05303596188	1
851	0.05302380398	1
852	0.05298843513	1
853	0.05295571503	1
854	0.0529407243	1
855	0.05291838308	1
856	0.05272998837	1
857	0.05268289807	1
858	0.05264357392	1
859	0.05252071003	1
860	0.05246363671	1
861	0.05245322108	1
862	0.05244583842	1
863	0.05226769579	1
864	0.052100577	1
865	0.05207871621	1
866	0.05204393675	1
867	0.05201325725	1
868	0.05196300343	1
869	0.05192838625	1
870	0.05181689063	1
871	0.05180439583	1
872	0.05159195717	1
873	0.05154700546	1
874	0.05150120912	1
875	0.05142529753	1
876	0.05118874825	1
877	0.05116737244	1
878	0.05094517961	1
879	0.05092872058	1
880	0.05090390537	1
881	0.05068406122	1
882	0.05063878258	1
883	0.05050515155	1
884	0.0504259643	1
885	0.05031412364	1
886	0.05023349421	1
887	0.05018223957	1
888	0.05006254824	1
889	0.04983901132	1
890	0.04978472875	1
891	0.04970714751	1
892	0.04966799798	1
893	0.04952707783	1
894	0.04943726043	1
895	0.04938393704	1
896	0.04920662586	1
897	0.04919764796	1
898	0.04917519952	1
899	0.04909991158	1
900	0.04895536316	1
901	0.0489400883	1
902	0.04891393474	1
903	0.04887853031	1
904	0.04878278773	1
905	0.04871840293	1
906	0.0486363015	1
907	0.04862720387	1
908	0.04845568275	1
909	0.04839801686	1
910	0.04833589058	1
911	0.04822925386	1
912	0.04816788111	1
913	0.04815802779	1
914	0.04814474462	1
915	0.04813014937	1
916	0.04805074154	1
917	0.04794160908	1
918	0.04792184688	1
919	0.04773381367	1
920	0.04760732889	1
921	0.04739782404	1
922	0.04731893758	1
923	0.04717259126	1
924	0.04708819639	1
925	0.04699007584	1
926	0.0469867458	1
927	0.04695902173	1
928	0.04692050835	1
929	0.04673541631	1
930	0.04671394267	1
931	0.04665959401	1
932	0.04657904682	1
933	0.04645958901	1
934	0.04627706253	1
935	0.04617155185	1
936	0.04615471343	1
937	0.04602979009	1
938	0.04597689764	1
939	0.04588830606	1
940	0.0456725002	1
941	0.04566982627	1
942	0.04566367249	1
943	0.04564351005	1
944	0.04563942293	1
945	0.04553457155	1
946	0.0454874999	1
947	0.04540322566	1
948	0.04534518315	1
949	0.04533047805	1
950	0.04524205454	1
951	0.04519510114	1
952	0.0451854514	1
953	0.04517616465	1
954	0.0451378886	1
955	0.04510224267	1
956	0.04505620601	1
957	0.04504603763	1
958	0.0449510281	1
959	0.04493485474	1
960	0.04465975932	1
961	0.0446104812	1
962	0.04459837785	1
963	0.04452681076	1
964	0.04451962028	1
965	0.04449407447	1
966	0.04438715252	1
967	0.04418144326	1
968	0.04414883562	1
969	0.0441212221	1
970	0.0439871798	1
971	0.04396885302	1
972	0.04392737181	1
973	0.04379150782	1
974	0.0437766121	1
975	0.04356515687	1
976	0.04351701222	1
977	0.04340140989	1
978	0.04331015315	1
979	0.04307423187	1
980	0.04303396713	1
981	0.04299301079	1
982	0.04289420814	1
983	0.04280110193	1
984	0.04279226815	1
985	0.04277864284	1
986	0.0427575119	1
987	0.04263250102	1
988	0.04258497071	1
989	0.04248439168	1
990	0.04230693941	1
991	0.04219174069	1
992	0.04217227661	1
993	0.0421420611	1
994	0.0419722539	1
995	0.04193657397	1
996	0.04186202221	1
997	0.04184605595	1
998	0.04183169863	1
999	0.04181050578	1
